date,station_id,station_name,lat,lon,region,temperature,anomaly,status,marine_heatwaves,el_nino,coral_bleaching_risk
2014-01-03,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.46,0.0,inactive,8,False,moderate
2014-01-03,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.48,0.0,active,8,False,moderate
2014-01-03,46086,San Francisco,37.8,-122.5,US West Coast,1.65,0.0,active,8,False,moderate
2014-01-03,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,3.06,0.0,active,8,False,moderate
2014-01-03,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.23,0.0,inactive,8,False,moderate
2014-01-03,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.76,0.0,active,8,False,moderate
2014-01-04,41001,East Hatteras,34.7,-72.7,North Atlantic,2.97,0.0,active,8,False,moderate
2014-01-04,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.16,0.0,active,8,False,moderate
2014-01-04,51001,Hawaii,23.4,-162.3,Central Pacific,12.44,0.0,active,8,False,moderate
2014-01-04,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.66,0.0,inactive,8,False,moderate
2014-01-04,46050,Stonewall Bank,44.6,-124.5,US West Coast,-0.8,0.0,active,8,False,moderate
2014-01-04,44013,Boston Harbor,42.3,-70.7,North Atlantic,-1.16,0.0,active,8,False,moderate
2014-01-04,46086,San Francisco,37.8,-122.5,US West Coast,2.32,0.0,active,8,False,moderate
2014-01-04,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,1.88,0.0,active,8,False,moderate
2014-01-04,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.6,0.0,inactive,8,False,moderate
2014-01-04,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.98,0.0,active,8,False,moderate
2014-01-05,41001,East Hatteras,34.7,-72.7,North Atlantic,3.62,0.0,active,8,False,moderate
2014-01-05,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.01,0.0,active,8,False,moderate
2014-01-05,51001,Hawaii,23.4,-162.3,Central Pacific,12.37,0.0,active,8,False,moderate
2014-01-05,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.02,0.0,active,8,False,moderate
2014-01-05,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.96,0.0,active,8,False,moderate
2014-01-05,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.92,0.0,active,8,False,moderate
2014-01-05,46086,San Francisco,37.8,-122.5,US West Coast,1.96,0.0,active,8,False,moderate
2014-01-05,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,3.37,0.0,active,8,False,moderate
2014-01-05,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.77,0.0,active,8,False,moderate
2014-01-05,42036,West Tampa,28.5,-84.5,Gulf of Mexico,9.98,0.0,active,8,False,moderate
2014-01-06,41001,East Hatteras,34.7,-72.7,North Atlantic,3.4,0.0,active,8,False,moderate
2014-01-06,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.3,0.0,active,8,False,moderate
2014-01-06,51001,Hawaii,23.4,-162.3,Central Pacific,12.07,0.0,active,8,False,moderate
2014-01-06,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.46,0.0,active,8,False,moderate
2014-01-06,46050,Stonewall Bank,44.6,-124.5,US West Coast,-0.72,0.0,active,8,False,moderate
2014-01-06,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.11,0.0,active,8,False,moderate
2014-01-06,46086,San Francisco,37.8,-122.5,US West Coast,1.76,0.0,active,8,False,moderate
2014-01-06,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.67,0.0,active,8,False,moderate
2014-01-06,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.79,0.0,active,8,False,moderate
2014-01-06,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.34,0.0,active,8,False,moderate
2014-01-07,41001,East Hatteras,34.7,-72.7,North Atlantic,2.98,0.0,inactive,8,False,moderate
2014-01-07,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.21,0.0,active,8,False,moderate
2014-01-07,51001,Hawaii,23.4,-162.3,Central Pacific,11.84,0.0,active,8,False,moderate
2014-01-07,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.54,0.0,active,8,False,moderate
2014-01-07,46050,Stonewall Bank,44.6,-124.5,US West Coast,-0.84,0.0,inactive,8,False,moderate
2014-01-07,44013,Boston Harbor,42.3,-70.7,North Atlantic,0.09,0.0,active,8,False,moderate
2014-01-07,46086,San Francisco,37.8,-122.5,US West Coast,2.13,0.0,active,8,False,moderate
2014-01-07,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,3.32,0.0,active,8,False,moderate
2014-01-07,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.78,0.0,active,8,False,moderate
2014-01-07,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.51,0.0,active,8,False,moderate
2014-01-08,41001,East Hatteras,34.7,-72.7,North Atlantic,3.39,0.0,active,8,False,moderate
2014-01-08,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.35,0.0,inactive,8,False,moderate
2014-01-08,51001,Hawaii,23.4,-162.3,Central Pacific,12.36,0.0,active,8,False,moderate
2014-01-08,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.9,0.0,active,8,False,moderate
2014-01-08,46050,Stonewall Bank,44.6,-124.5,US West Coast,-2.56,0.0,active,8,False,moderate
2014-01-08,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.19,0.0,active,8,False,moderate
2014-01-08,46086,San Francisco,37.8,-122.5,US West Coast,2.2,0.0,active,8,False,moderate
2014-01-08,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.65,0.0,active,8,False,moderate
2014-01-08,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.92,0.0,active,8,False,moderate
2014-01-08,42036,West Tampa,28.5,-84.5,Gulf of Mexico,9.82,0.0,active,8,False,moderate
2014-01-09,41001,East Hatteras,34.7,-72.7,North Atlantic,3.09,0.0,active,8,False,moderate
2014-01-09,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.95,0.0,active,8,False,moderate
2014-01-09,51001,Hawaii,23.4,-162.3,Central Pacific,13.1,0.0,active,8,False,moderate
2014-01-09,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.85,0.0,active,8,False,moderate
2014-01-09,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.67,0.0,active,8,False,moderate
2014-01-09,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.86,0.0,active,8,False,moderate
2014-01-09,46086,San Francisco,37.8,-122.5,US West Coast,2.6,0.0,inactive,8,False,moderate
2014-01-09,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.96,0.0,active,8,False,moderate
2014-01-09,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.24,0.0,active,8,False,moderate
2014-01-09,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.06,0.0,active,8,False,moderate
2014-01-10,41001,East Hatteras,34.7,-72.7,North Atlantic,3.23,0.0,active,8,False,moderate
2014-01-10,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.65,0.0,active,8,False,moderate
2014-01-10,51001,Hawaii,23.4,-162.3,Central Pacific,11.99,0.0,active,8,False,moderate
2014-01-10,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.93,0.0,active,8,False,moderate
2014-01-10,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.47,0.0,active,8,False,moderate
2014-01-10,44013,Boston Harbor,42.3,-70.7,North Atlantic,-1.35,0.0,active,8,False,moderate
2014-01-10,46086,San Francisco,37.8,-122.5,US West Coast,2.28,0.0,inactive,8,False,moderate
2014-01-10,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.91,0.0,active,8,False,moderate
2014-01-10,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.98,0.0,inactive,8,False,moderate
2014-01-10,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.67,0.0,active,8,False,moderate
2014-01-11,41001,East Hatteras,34.7,-72.7,North Atlantic,2.47,0.0,active,8,False,moderate
2014-01-11,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.35,0.0,active,8,False,moderate
2014-01-11,51001,Hawaii,23.4,-162.3,Central Pacific,12.16,0.0,active,8,False,moderate
2014-01-11,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.68,0.0,active,8,False,moderate
2014-01-11,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.36,0.0,active,8,False,moderate
2014-01-11,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.43,0.0,active,8,False,moderate
2014-01-11,46086,San Francisco,37.8,-122.5,US West Coast,3.07,0.0,active,8,False,moderate
2014-01-11,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.86,0.0,active,8,False,moderate
2014-01-11,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.86,0.0,active,8,False,moderate
2014-01-11,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.74,0.0,inactive,8,False,moderate
2014-01-12,41001,East Hatteras,34.7,-72.7,North Atlantic,2.21,0.0,active,8,False,moderate
2014-01-12,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.15,0.0,active,8,False,moderate
2014-01-12,51001,Hawaii,23.4,-162.3,Central Pacific,12.35,0.0,active,8,False,moderate
2014-01-12,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,13.3,0.0,active,8,False,moderate
2014-01-12,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.38,0.0,inactive,8,False,moderate
2014-01-12,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.48,0.0,inactive,8,False,moderate
2014-01-12,46086,San Francisco,37.8,-122.5,US West Coast,2.1,0.0,active,8,False,moderate
2014-01-12,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.18,0.0,active,8,False,moderate
2014-01-12,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.42,0.0,active,8,False,moderate
2014-01-12,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.15,0.0,active,8,False,moderate
2014-01-13,41001,East Hatteras,34.7,-72.7,North Atlantic,3.56,0.0,active,8,False,moderate
2014-01-13,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.6,0.0,active,8,False,moderate
2014-01-13,51001,Hawaii,23.4,-162.3,Central Pacific,13.02,0.0,active,8,False,moderate
2014-01-13,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.36,0.0,active,8,False,moderate
2014-01-13,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.0,0.0,active,8,False,moderate
2014-01-13,44013,Boston Harbor,42.3,-70.7,North Atlantic,0.46,0.0,active,8,False,moderate
2014-01-13,46086,San Francisco,37.8,-122.5,US West Coast,1.62,0.0,active,8,False,moderate
2014-01-13,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.48,0.0,active,8,False,moderate
2014-01-13,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.94,0.0,inactive,8,False,moderate
2014-01-13,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.51,0.0,active,8,False,moderate
2014-01-14,41001,East Hatteras,34.7,-72.7,North Atlantic,2.38,0.0,active,8,False,moderate
2014-01-14,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.11,0.0,active,8,False,moderate
2014-01-14,51001,Hawaii,23.4,-162.3,Central Pacific,11.78,0.0,active,8,False,moderate
2014-01-14,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.3,0.0,active,8,False,moderate
2014-01-14,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.75,0.0,active,8,False,moderate
2014-01-14,44013,Boston Harbor,42.3,-70.7,North Atlantic,0.13,0.0,active,8,False,moderate
2014-01-14,46086,San Francisco,37.8,-122.5,US West Coast,1.72,0.0,active,8,False,moderate
2014-01-14,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.6,0.0,active,8,False,moderate
2014-01-14,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.59,0.0,active,8,False,moderate
2014-01-14,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.14,0.0,active,8,False,moderate
2014-01-15,41001,East Hatteras,34.7,-72.7,North Atlantic,3.27,0.0,active,8,False,moderate
2014-01-15,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.49,0.0,active,8,False,moderate
2014-01-15,51001,Hawaii,23.4,-162.3,Central Pacific,11.5,0.0,active,8,False,moderate
2014-01-15,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.15,0.0,active,8,False,moderate
2014-01-15,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.17,0.0,active,8,False,moderate
2014-01-15,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.26,0.0,active,8,False,moderate
2014-01-15,46086,San Francisco,37.8,-122.5,US West Coast,1.49,0.0,active,8,False,moderate
2014-01-15,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.09,0.0,active,8,False,moderate
2014-01-15,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.74,0.0,active,8,False,moderate
2014-01-15,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.9,0.0,active,8,False,moderate
2014-01-16,41001,East Hatteras,34.7,-72.7,North Atlantic,3.28,0.0,inactive,8,False,moderate
2014-01-16,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.98,0.0,active,8,False,moderate
2014-01-16,51001,Hawaii,23.4,-162.3,Central Pacific,11.96,0.0,active,8,False,moderate
2014-01-16,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.17,0.0,active,8,False,moderate
2014-01-16,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.15,0.0,active,8,False,moderate
2014-01-16,44013,Boston Harbor,42.3,-70.7,North Atlantic,-1.01,0.0,active,8,False,moderate
2014-01-16,46086,San Francisco,37.8,-122.5,US West Coast,3.03,0.0,active,8,False,moderate
2014-01-16,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.99,0.0,active,8,False,moderate
2014-01-16,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.59,0.0,active,8,False,moderate
2014-01-16,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.08,0.0,active,8,False,moderate
2014-01-17,41001,East Hatteras,34.7,-72.7,North Atlantic,2.66,0.0,active,8,False,moderate
2014-01-17,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.76,0.0,active,8,False,moderate
2014-01-17,51001,Hawaii,23.4,-162.3,Central Pacific,12.88,0.0,active,8,False,moderate
2014-01-17,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.64,0.0,active,8,False,moderate
2014-01-17,46050,Stonewall Bank,44.6,-124.5,US West Coast,-0.82,0.0,inactive,8,False,moderate
2014-01-17,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.44,0.0,active,8,False,moderate
2014-01-17,46086,San Francisco,37.8,-122.5,US West Coast,2.51,0.0,active,8,False,moderate
2014-01-17,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,3.7,0.0,active,8,False,moderate
2014-01-17,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.12,0.0,active,8,False,moderate
2014-01-17,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.37,0.0,active,8,False,moderate
2014-01-18,41001,East Hatteras,34.7,-72.7,North Atlantic,2.71,0.0,active,8,False,moderate
2014-01-18,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.56,0.0,active,8,False,moderate
2014-01-18,51001,Hawaii,23.4,-162.3,Central Pacific,12.26,0.0,active,8,False,moderate
2014-01-18,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.22,0.0,active,8,False,moderate
2014-01-18,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.16,0.0,inactive,8,False,moderate
2014-01-18,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.24,0.0,active,8,False,moderate
2014-01-18,46086,San Francisco,37.8,-122.5,US West Coast,2.11,0.0,active,8,False,moderate
2014-01-18,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,3.48,0.0,active,8,False,moderate
2014-01-18,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.13,0.0,active,8,False,moderate
2014-01-18,42036,West Tampa,28.5,-84.5,Gulf of Mexico,12.11,0.0,active,8,False,moderate
2014-01-19,41001,East Hatteras,34.7,-72.7,North Atlantic,3.46,0.0,active,8,False,moderate
2014-01-19,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.58,0.0,active,8,False,moderate
2014-01-19,51001,Hawaii,23.4,-162.3,Central Pacific,11.77,0.0,inactive,8,False,moderate
2014-01-19,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.29,0.0,active,8,False,moderate
2014-01-19,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.41,0.0,active,8,False,moderate
2014-01-19,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.29,0.0,active,8,False,moderate
2014-01-19,46086,San Francisco,37.8,-122.5,US West Coast,2.34,0.0,active,8,False,moderate
2014-01-19,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.72,0.0,active,8,False,moderate
2014-01-19,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.42,0.0,active,8,False,moderate
2014-01-19,42036,West Tampa,28.5,-84.5,Gulf of Mexico,9.99,0.0,active,8,False,moderate
2014-01-20,41001,East Hatteras,34.7,-72.7,North Atlantic,2.93,0.0,active,8,False,moderate
2014-01-20,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.72,0.0,active,8,False,moderate
2014-01-20,51001,Hawaii,23.4,-162.3,Central Pacific,12.41,0.0,active,8,False,moderate
2014-01-20,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.43,0.0,active,8,False,moderate
2014-01-20,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.21,0.0,active,8,False,moderate
2014-01-20,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.45,0.0,inactive,8,False,moderate
2014-01-20,46086,San Francisco,37.8,-122.5,US West Coast,1.66,0.0,active,8,False,moderate
2014-01-20,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.83,0.0,active,8,False,moderate
2014-01-20,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.97,0.0,inactive,8,False,moderate
2014-01-20,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.18,0.0,active,8,False,moderate
2014-01-21,41001,East Hatteras,34.7,-72.7,North Atlantic,3.34,0.0,inactive,8,False,moderate
2014-01-21,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.87,0.0,inactive,8,False,moderate
2014-01-21,51001,Hawaii,23.4,-162.3,Central Pacific,12.85,0.0,active,8,False,moderate
2014-01-21,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.59,0.0,active,8,False,moderate
2014-01-21,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.98,0.0,active,8,False,moderate
2014-01-21,44013,Boston Harbor,42.3,-70.7,North Atlantic,-1.11,0.0,active,8,False,moderate
2014-01-21,46086,San Francisco,37.8,-122.5,US West Coast,2.37,0.0,active,8,False,moderate
2014-01-21,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,3.01,0.0,active,8,False,moderate
2014-01-21,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.74,0.0,active,8,False,moderate
2014-01-21,42036,West Tampa,28.5,-84.5,Gulf of Mexico,12.69,0.0,inactive,8,False,moderate
2014-01-22,41001,East Hatteras,34.7,-72.7,North Atlantic,3.45,0.0,active,8,False,moderate
2014-01-22,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.57,0.0,active,8,False,moderate
2014-01-22,51001,Hawaii,23.4,-162.3,Central Pacific,12.79,0.0,active,8,False,moderate
2014-01-22,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.39,0.0,active,8,False,moderate
2014-01-22,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.45,0.0,inactive,8,False,moderate
2014-01-22,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.26,0.0,inactive,8,False,moderate
2014-01-22,46086,San Francisco,37.8,-122.5,US West Coast,1.73,0.0,active,8,False,moderate
2014-01-22,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.64,0.0,active,8,False,moderate
2014-01-22,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.24,0.0,active,8,False,moderate
2014-01-22,42036,West Tampa,28.5,-84.5,Gulf of Mexico,10.81,0.0,active,8,False,moderate
2014-01-23,41001,East Hatteras,34.7,-72.7,North Atlantic,4.33,0.0,inactive,8,False,moderate
2014-01-23,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-9.07,0.0,active,8,False,moderate
2014-01-23,51001,Hawaii,23.4,-162.3,Central Pacific,12.67,0.0,active,8,False,moderate
2014-01-23,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.27,0.0,active,8,False,moderate
2014-01-23,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.52,0.0,active,8,False,moderate
2014-01-23,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.09,0.0,active,8,False,moderate
2014-01-23,46086,San Francisco,37.8,-122.5,US West Coast,2.15,0.0,active,8,False,moderate
2014-01-23,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.23,0.0,active,8,False,moderate
2014-01-23,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.35,0.0,active,8,False,moderate
2014-01-23,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.11,0.0,inactive,8,False,moderate
2014-01-24,41001,East Hatteras,34.7,-72.7,North Atlantic,2.81,0.0,active,8,False,moderate
2014-01-24,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.03,0.0,active,8,False,moderate
2014-01-24,51001,Hawaii,23.4,-162.3,Central Pacific,12.36,0.0,active,8,False,moderate
2014-01-24,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.76,0.0,active,8,False,moderate
2014-01-24,46050,Stonewall Bank,44.6,-124.5,US West Coast,-0.21,0.0,active,8,False,moderate
2014-01-24,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.31,0.0,active,8,False,moderate
2014-01-24,46086,San Francisco,37.8,-122.5,US West Coast,1.11,0.0,active,8,False,moderate
2014-01-24,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.87,0.0,active,8,False,moderate
2014-01-24,46069,South Central Alaska,56.0,-148.0,North Pacific,-8.32,0.0,active,8,False,moderate
2014-01-24,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.21,0.0,active,8,False,moderate
2014-01-25,41001,East Hatteras,34.7,-72.7,North Atlantic,2.79,0.0,active,8,False,moderate
2014-01-25,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.19,0.0,active,8,False,moderate
2014-01-25,51001,Hawaii,23.4,-162.3,Central Pacific,12.6,0.0,active,8,False,moderate
2014-01-25,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.53,0.0,active,8,False,moderate
2014-01-25,46050,Stonewall Bank,44.6,-124.5,US West Coast,-1.87,0.0,active,8,False,moderate
2014-01-25,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.78,0.0,active,8,False,moderate
2014-01-25,46086,San Francisco,37.8,-122.5,US West Coast,1.9,0.0,active,8,False,moderate
2014-01-25,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.46,0.0,active,8,False,moderate
2014-01-25,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.1,0.0,active,8,False,moderate
2014-01-25,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.0,0.0,active,8,False,moderate
2014-01-26,41001,East Hatteras,34.7,-72.7,North Atlantic,2.57,0.0,active,8,False,moderate
2014-01-26,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-7.67,0.0,active,8,False,moderate
2014-01-26,51001,Hawaii,23.4,-162.3,Central Pacific,13.42,0.0,active,8,False,moderate
2014-01-26,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,12.63,0.0,active,8,False,moderate
2014-01-26,46050,Stonewall Bank,44.6,-124.5,US West Coast,-2.02,0.0,inactive,8,False,moderate
2014-01-26,44013,Boston Harbor,42.3,-70.7,North Atlantic,-0.85,0.0,inactive,8,False,moderate
2014-01-26,46086,San Francisco,37.8,-122.5,US West Coast,2.78,0.0,active,8,False,moderate
2014-01-26,41009,Delaware Bay,38.5,-74.7,Mid Atlantic,2.44,0.0,active,8,False,moderate
2014-01-26,46069,South Central Alaska,56.0,-148.0,North Pacific,-7.75,0.0,active,8,False,moderate
2014-01-26,42036,West Tampa,28.5,-84.5,Gulf of Mexico,11.19,0.0,active,8,False,moderate
2014-01-27,41001,East Hatteras,34.7,-72.7,North Atlantic,2.75,0.0,active,8,False,moderate
2014-01-27,46001,Gulf of Alaska,56.3,-148.1,North Pacific,-8.15,0.0,inactive,8,False,moderate
2014-01-27,51001,Hawaii,23.4,-162.3,Central Pacific,10.76,0.0,active,8,False,moderate
2014-01-27,42001,South Hatteras,25.9,-89.7,Gulf of Mexico,11.61,0.0,active,8,False,moderate
